# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 12 09:35:19 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr > 0
# CONSTRAINT:  and pl_orbeccenstr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
HAT-P-30 b,Transit,2011,2.81060000,0.00000500,-0.00000500,0,0.040000,0.020000,-0.020000,0
HD 12648 b,Radial Velocity,2015,133.60001000,0.50000000,-0.50000000,0,0.040000,0.080000,-0.080000,0
HD 12648 b,Radial Velocity,2015,133.60000000,0.50000000,-0.50000000,0,0.040000,0.160000,-0.160000,0
HD 136352 c,Radial Velocity,2019,27.58210000,0.00890000,-0.00860000,0,0.040000,0.050000,-0.030000,0
HD 141399 b,Radial Velocity,2014,94.35000000,0.05900000,-0.05900000,0,0.040000,0.030000,-0.030000,0
HD 141399 b,Radial Velocity,2014,94.44000000,0.05000000,-0.05000000,0,0.040000,0.020000,-0.020000,0
HD 152581 b,Radial Velocity,2011,686.50000000,4.80000000,-4.80000000,0,0.040000,0.031000,-0.031000,0
HD 154345 b,Radial Velocity,2006,3341.55884000,93.00000000,-93.00000000,0,0.040000,0.050000,-0.050000,0
HD 155233 b,Radial Velocity,2015,818.80000000,12.10000000,-12.10000000,0,0.040000,0.040000,-0.040000,0
HD 18742 b,Radial Velocity,2011,766.00000000,25.00000000,-25.00000000,0,0.040000,0.035000,-0.035000,0
HD 192263 b,Radial Velocity,1999,24.35970000,0.00160000,-0.00160000,0,0.040000,0.037000,-0.027000,0
HD 200964 b,Radial Velocity,2010,613.79999000,1.40000000,-1.40000000,0,0.040000,0.030000,-0.030000,0
HD 200964 b,Radial Velocity,2010,613.80000000,1.30000000,-1.40000000,0,0.040000,0.040000,-0.020000,0
HD 24040 b,Radial Velocity,2006,3668.00000000,169.00000000,-171.00000000,0,0.040000,0.070000,-0.060000,0
HD 24040 b,Radial Velocity,2006,3668.00000000,170.00000000,-170.00000000,0,0.040000,0.060000,-0.060000,0
HD 25723 b,Radial Velocity,2020,457.01000000,1.29000000,-1.31000000,0,0.040000,0.050000,-0.030000,0
HD 26965 b,Radial Velocity,2018,42.37800000,0.01000000,-0.01000000,0,0.040000,0.050000,-0.030000,0
HD 31527 c,Radial Velocity,2019,51.20530000,0.03730000,-0.03680000,0,0.040000,0.050000,-0.030000,0
HD 4208 b,Radial Velocity,2001,829.00000000,36.00000000,-36.00000000,0,0.040000,0.120000,-0.120000,0
HD 4313 b,Radial Velocity,2009,356.00000000,2.60000000,-2.60000000,0,0.040000,0.040000,-0.040000,0
HD 46375 b,Radial Velocity,2000,3.02400000,0.00050000,-0.00050000,0,0.040000,0.040000,-0.040000,0
HD 47186 b,Radial Velocity,2008,4.08450000,0.00020000,-0.00020000,0,0.040000,0.020000,-0.020000,0
K2-182 b,Transit,2018,4.73696830,0.00000230,-0.00000230,0,0.040000,0.190000,-0.030000,0
K2-292 b,Transit,2019,16.98410000,0.00080000,-0.00080000,0,0.040000,0.060000,-0.030000,0
K2-3 c,Transit,2015,24.64910000,0.00330000,-0.00330000,0,0.040000,0.040000,-0.040000,0
KELT-8 b,Transit,2015,3.24406000,0.00016000,-0.00016000,0,0.040000,0.050000,-0.050000,0
Kepler-108 c,Transit,2014,190.32140000,,,0,0.040000,0.190000,-0.040000,0
Kepler-186 f,Transit,2014,129.94410000,0.00130000,-0.00120000,0,0.040000,0.070000,-0.040000,-1
Kepler-278 b,Transit,2014,30.15856000,0.00091000,-0.00091000,0,0.040000,0.330000,-0.040000,0
Kepler-338 b,Transit,2014,13.72699000,0.00047000,-0.00047000,0,0.040000,0.270000,-0.040000,0
Kepler-42 b,Transit,2011,1.21377060,0.00000023,-0.00000025,0,0.040000,0.200000,-0.040000,0
Kepler-442 b,Transit,2015,112.30530000,0.00240000,-0.00280000,0,0.040000,0.080000,-0.040000,-1
Kepler-51 b,Transit,2012,45.15400000,0.00020000,-0.00020000,0,0.040000,0.010000,-0.010000,0
Kepler-92 c,Transit,2013,26.72311000,0.00019000,-0.00019000,0,0.040000,0.220000,-0.040000,0
LP 714-47 b,Transit,2020,4.05203700,0.00000400,-0.00000400,0,0.040000,0.020000,-0.020000,0
TOI-1266 c,Transit,2020,18.80151000,0.00067000,-0.00069000,0,0.040000,0.030000,-0.030000,0
TOI-1422 b,Transit,2022,12.99720000,0.00060000,-0.00060000,0,0.040000,0.050000,-0.030000,0
TOI-763 b,Transit,2020,5.60570000,0.00130000,-0.00130000,0,0.040000,0.040000,-0.030000,0
TOI-763 c,Transit,2020,12.27370000,0.00530000,-0.00770000,0,0.040000,0.040000,-0.030000,0
TOI-776 c,Transit,2020,15.66530000,0.00040000,-0.00030000,0,0.040000,0.020000,-0.010000,0
UZ For b,Eclipse Timing Variations,2011,5840.00000000,1095.00000000,-1095.00000000,0,0.040000,0.050000,-0.050000,0
WASP-34 b,Transit,2010,4.31768000,0.00000500,-0.00000500,0,0.040000,0.010000,-0.010000,0
YZ Cet c,Radial Velocity,2017,3.06008000,0.00022000,-0.00022000,0,0.040000,0.110000,-0.110000,0
GJ 2030 c,Radial Velocity,2022,25533.11353048,2549.01187087,-2322.57167558,0,0.040554,0.002825,-0.007660,0
AU Mic c,Transit,2021,18.85901900,0.00000160,-0.00000160,0,0.041000,0.047000,-0.026000,0
HAT-P-68 b,Transit,2020,2.29840551,0.00000052,-0.00000052,0,0.041000,,,1
HD 11964 b,Radial Velocity,2005,1945.00000000,26.00000000,-26.00000000,0,0.041000,0.047000,-0.047000,0
HD 4313 b,Radial Velocity,2009,356.00000000,2.60000000,-2.60000000,0,0.041000,0.037000,-0.037000,0
Kepler-421 b,Transit,2014,704.19840000,0.00160000,-0.00160000,0,0.041000,0.095000,-0.034000,0
Kepler-538 b,Transit,2016,81.73778000,0.00013000,-0.00013000,0,0.041000,0.034000,-0.029000,0
GJ 86 b,Radial Velocity,1999,15.76491000,0.00039000,-0.00039000,0,0.041600,0.007200,-0.007200,0
24 Boo b,Radial Velocity,2018,30.35060000,0.00780000,-0.00770000,0,0.042000,0.048000,-0.029000,0
HD 25171 b,Radial Velocity,2010,1802.29000000,24.12000000,-22.92000000,0,0.042000,0.046000,-0.029000,0
HD 4208 b,Radial Velocity,2001,832.97000000,2.15000000,-1.89000000,0,0.042000,0.039000,-0.029000,0
K2-237 b,Transit,2018,2.18053539,0.00000086,-0.00000085,0,0.042000,0.034000,-0.028000,0
K2-266 c,Transit,2018,7.81400000,0.00190000,-0.00160000,0,0.042000,0.043000,-0.030000,0
Kepler-30 b,Transit,2012,29.33434000,0.00815000,-0.00815000,0,0.042000,0.003000,-0.003000,0
Kepler-35 b,Transit,2011,131.45800000,0.07700000,-0.10500000,0,0.042000,0.007000,-0.004000,0
Kepler-462 b,Transit,2016,84.68660000,0.00070000,-0.00100000,0,0.042000,0.046000,-0.008000,0
TOI-2202 b,Transit,2021,11.91010000,0.00220000,-0.00360000,0,0.042000,0.025500,-0.007500,0
TOI-700 d,Transit,2020,37.42396000,0.00039000,-0.00035000,0,0.042000,0.045000,-0.030000,0
HD 95544 b,Radial Velocity,2021,2172.00000000,23.00000000,-21.00000000,0,0.043000,0.017000,-0.016000,0
K2-138 d,Transit,2017,5.40479000,0.00021000,-0.00021000,0,0.043000,0.041000,-0.030000,0
K2-266 e,Transit,2018,19.48200000,0.00120000,-0.00120000,0,0.043000,0.036000,-0.030000,0
K2-32 e,Transit,2019,4.34934000,0.00039000,-0.00039000,0,0.043000,0.048000,-0.030000,0
Kepler-1972 c,Transit,2014,11.32950000,0.00110000,-0.00110000,0,0.043000,0.046000,-0.028000,0
Kepler-5 b,Transit,2009,3.54846250,0.00000100,-0.00000100,0,0.043000,,,1
TOI-1820 b,Transit,2022,4.86067400,0.00000500,-0.00000500,0,0.043000,0.008000,-0.008000,0
TrES-3 b,Transit,2007,1.30618648,0.00000007,-0.00000007,0,0.043000,,,1
WASP-45 b,Transit,2011,3.12608760,0.00000350,-0.00000350,0,0.043000,,,1
HAT-P-32 b,Transit,2011,2.15000825,0.00000012,-0.00000012,0,0.044000,,,1
HAT-P-44 b,Transit,2014,4.30121900,0.00001900,-0.00001900,0,0.044000,0.052000,-0.052000,0
HAT-P-6 b,Transit,2007,3.85300300,0.00000120,-0.00000120,0,0.044000,,,1
HATS-5 b,Transit,2014,4.76338700,0.00001000,-0.00001000,0,0.044000,,,1
HATS-74 A b,Transit,2021,1.73185606,0.00000055,-0.00000055,0,0.044000,,,1
HD 130322 b,Radial Velocity,1999,10.72000000,0.00700000,-0.00700000,0,0.044000,0.018000,-0.018000,0
HD 141399 d,Radial Velocity,2014,1074.80000000,3.20000000,-3.30000000,0,0.044000,0.013000,-0.013000,0
HD 154345 b,Radial Velocity,2006,3342.00000000,95.00000000,-95.00000000,0,0.044000,0.046000,-0.046000,0
HD 161178 b,Radial Velocity,2021,279.30000000,1.00000000,-0.80000000,0,0.044000,0.132000,-0.019000,0
Kepler-47 c,Transit,2012,303.22700000,0.06200000,-0.02700000,0,0.044000,0.029000,-0.019000,0
WASP-100 b,Transit,2014,2.84937500,0.00000800,-0.00000800,0,0.044000,,,1
WASP-58 b,Transit,2012,5.01718000,0.00001100,-0.00001100,0,0.044000,,,1
eps Eri b,Radial Velocity,2000,2650.00000000,21.00000000,-21.00000000,0,0.044000,0.047000,-0.031000,0
kap CrB b,Radial Velocity,2007,1261.94000000,28.91000000,-23.97000000,0,0.044000,,,0
rho CrB c,Radial Velocity,2016,102.55700000,0.07800000,-0.07900000,0,0.044000,0.050000,-0.031000,0
WASP-12 b,Transit,2008,1.09142119,0.00000021,-0.00000021,0,0.044700,0.004300,-0.004300,0
HATS-77 b,Transit,2021,3.08762620,0.00000160,-0.00000160,0,0.045000,,,1
HD 10180 c,Radial Velocity,2010,5.75979000,0.00062000,-0.00062000,0,0.045000,0.026000,-0.026000,0
HD 108236 b,Transit,2020,3.79596300,0.00002500,-0.00003400,0,0.045000,0.039000,-0.033000,0
HD 110113 c,Radial Velocity,2021,6.74400000,0.00800000,-0.00900000,0,0.045000,0.079000,-0.038000,0
K2-138 c,Transit,2017,3.56004000,0.00012000,-0.00011000,0,0.045000,0.051000,-0.032000,0
K2-3 d,Transit,2015,44.57050000,0.00590000,-0.00590000,0,0.045000,0.045000,-0.045000,0
Kepler-11 b,Transit,2010,10.30390000,0.00060000,-0.00100000,0,0.045000,0.068000,-0.042000,0
GJ 86 b,Radial Velocity,1999,15.76400000,0.00500000,-0.00500000,0,0.046000,0.002000,-0.002000,0
WASP-106 b,Transit,2014,9.28971500,0.00001000,-0.00001000,0,0.046000,,,1
WASP-66 b,Transit,2012,4.08605200,0.00000700,-0.00000700,0,0.046000,,,1
HAT-P-16 b,Transit,2010,2.77597120,0.00000150,-0.00000150,0,0.046200,0.002700,-0.002400,0
HD 141399 c,Radial Velocity,2014,201.77600000,0.05900000,-0.06000000,0,0.046500,0.006800,-0.006800,0
HD 27894 b,Radial Velocity,2005,18.01938802,0.00024294,-0.00027349,0,0.046978,0.011623,-0.011408,0
CoRoT-19 b,Transit,2011,3.89713000,0.00002000,-0.00002000,0,0.047000,0.045000,-0.045000,0
CoRoT-28 b,Transit,2015,5.20851000,0.00038000,-0.00038000,0,0.047000,0.055000,-0.038000,0
HAT-P-52 b,Transit,2015,2.75359530,0.00000940,-0.00000940,0,0.047000,,,1
HD 141399 e,Radial Velocity,2014,3336.00000000,80.00000000,-83.00000000,0,0.047000,0.052000,-0.033000,0
HD 207897 b,Transit,2021,16.20215900,0.00008500,-0.00008300,0,0.047000,0.057000,-0.033000,0
HD 24040 b,Radial Velocity,2006,3490.00000000,25.00000000,-25.00000000,0,0.047000,0.020000,-0.020000,0
HD 27894 b,Radial Velocity,2005,18.02000000,0.01000000,-0.02000000,0,0.047000,0.012000,-0.008000,0
K2-266 d,Transit,2018,14.69700000,0.00034000,-0.00035000,0,0.047000,0.043000,-0.032000,0
KELT-8 b,Transit,2015,3.24406000,0.00016000,-0.00016000,0,0.047000,,,1
TOI-1064 b,Transit,2022,6.44386800,0.00002500,-0.00002500,0,0.047000,0.038000,-0.030000,0
TOI-1130 c,Transit,2020,8.35038100,0.00003200,-0.00003300,0,0.047000,0.040000,-0.027000,0
WASP-140 b,Transit,2016,2.23598350,0.00000080,-0.00000080,0,0.047000,0.003500,-0.003500,0
WASP-31 b,Transit,2010,3.40588600,0.00000078,-0.00000078,0,0.047000,,,1
WASP-10 b,Transit,2008,3.09272950,0.00000030,-0.00000030,0,0.047300,0.003200,-0.003200,0
55 Cnc c,Radial Velocity,2004,44.38270000,0.00380000,-0.00380000,0,0.048000,0.031000,-0.029000,0
HD 102956 b,Radial Velocity,2010,6.49500000,0.00040000,-0.00040000,0,0.048000,0.027000,-0.027000,0
HD 141399 c,Radial Velocity,2014,201.99000000,0.08000000,-0.08000000,0,0.048000,0.009000,-0.009000,0
K2-138 b,Transit,2017,2.35309000,0.00022000,-0.00022000,0,0.048000,0.054000,-0.033000,0
TYC 1422-614-1 c,Radial Velocity,2014,559.30000000,1.20000000,-1.20000000,0,0.048000,0.020000,-0.014000,0
WASP-21 b,Transit,2010,4.32251260,0.00000220,-0.00000220,0,0.048000,,,1
WASP-39 b,Transit,2011,4.05529470,0.00000097,-0.00000097,0,0.048000,,,1
HD 27894 b,Radial Velocity,2005,17.99040000,0.00770000,-0.00770000,0,0.048600,0.008600,-0.008600,0
47 UMa b,Radial Velocity,1996,1083.20000000,1.80000000,-1.80000000,0,0.049000,0.014000,-0.014000,0
GJ 3998 c,Radial Velocity,2016,13.74000000,0.01600000,-0.01600000,0,0.049000,0.052000,-0.034000,0
HAT-P-45 b,Transit,2014,3.12899200,0.00002100,-0.00002100,0,0.049000,0.063000,-0.063000,0
HD 125612 c,Radial Velocity,2009,4.15514000,0.00026000,-0.00026000,0,0.049000,0.038000,-0.038000,0
HD 179079 b,Radial Velocity,2008,14.47900000,0.01000000,-0.01000000,0,0.049000,0.087000,-0.087000,0
HD 27894 b,Radial Velocity,2005,17.99100000,0.00700000,-0.00700000,0,0.049000,0.008000,-0.008000,0
HD 33142 b,Radial Velocity,2011,330.00000000,0.40000000,-0.40000000,0,0.049000,0.032000,-0.030000,0
HD 7924 b,Radial Velocity,2008,5.39785000,0.00017000,-0.00018000,0,0.049000,0.044000,-0.035000,0
K2-32 c,Transit,2016,20.66093000,0.00080000,-0.00079000,0,0.049000,0.046000,-0.035000,0
WASP-12 b,Transit,2008,1.09142300,0.00000300,-0.00000300,0,0.049000,0.015000,-0.015000,0
WASP-7 b,Transit,2008,4.95464160,0.00000350,-0.00000350,0,0.049000,,,1
gam Cep b,Radial Velocity,2003,903.30000000,1.50000000,-1.50000000,0,0.049000,0.034000,-0.034000,0
HD 95544 b,Radial Velocity,2021,2041.54151819,262.59531033,-184.27313359,0,0.049150,0.045399,-0.029390,0
Kepler-117 b,Transit,2014,18.79592280,0.00000750,-0.00000750,0,0.049300,0.006200,-0.006200,0
55 Cnc e,Radial Velocity,2004,0.73654740,0.00000130,-0.00000140,0,0.050000,0.030000,-0.030000,0
BD-10 3166 b,Radial Velocity,2000,3.48700000,0.00100000,-0.00100000,0,0.050000,0.050000,-0.050000,0
BD-11 4672 b,Radial Velocity,2014,1667.00000000,33.00000000,-31.00000000,0,0.050000,0.060000,-0.040000,0
BD-11 4672 b,Radial Velocity,2014,1634.00000000,13.00000000,-14.00000000,0,0.050000,0.050000,-0.030000,0
CoRoT-12 b,Transit,2010,2.82804200,0.00001300,-0.00001300,0,0.050000,,,1
GJ 422 b,Radial Velocity,2014,26.16100000,0.08200000,-0.09800000,0,0.050000,0.210000,-0.050000,0
GJ 433 b,Radial Velocity,2011,7.36970000,0.00340000,-0.00360000,0,0.050000,0.160000,-0.050000,0
GJ 486 b,Radial Velocity,2021,1.46711900,0.00003100,-0.00003000,0,0.050000,,,0
GJ 849 b,Radial Velocity,2006,1940.00000000,12.00000000,-12.00000000,0,0.050000,0.029000,-0.030000,0
GJ 849 b,Radial Velocity,2006,1845.00000000,15.00000000,-15.00000000,0,0.050000,0.030000,-0.030000,0
Gl 686 b,Radial Velocity,2018,15.53000000,0.00110000,-0.00110000,0,0.050000,0.030000,-0.030000,0
HD 102272 b,Radial Velocity,2008,127.58000000,0.30000000,-0.30000000,0,0.050000,0.040000,-0.040000,0
HD 102272 b,Radial Velocity,2008,127.58000000,0.30000000,-0.30000000,0,0.050000,0.040000,-0.040000,0
HD 102956 b,Radial Velocity,2010,6.49480000,0.00040000,-0.00040000,0,0.050000,0.030000,-0.030000,0
HD 107148 b,Radial Velocity,2005,48.05600000,0.05700000,-0.05700000,0,0.050000,0.170000,-0.170000,0
HD 141399 c,Radial Velocity,2014,202.08000000,0.09900000,-0.09900000,0,0.050000,0.013000,-0.013000,0
HD 15337 c,Transit,2019,17.17840000,0.00160000,-0.00160000,0,0.050000,0.060000,-0.040000,0
HD 164922 b,Radial Velocity,2005,1155.00000000,23.00000000,-23.00000000,0,0.050000,0.140000,-0.140000,0
HD 164922 b,Radial Velocity,2005,1155.00000000,23.00000000,-23.00000000,0,0.050000,0.090000,-0.090000,0
HD 179949 b,Radial Velocity,2000,3.09300000,0.00100000,-0.00100000,0,0.050000,0.030000,-0.030000,0
HD 192263 b,Radial Velocity,1999,24.35560000,0.00460000,-0.00460000,0,0.050000,0.040000,-0.040000,0
HD 224693 b,Radial Velocity,2006,26.73000000,0.02000000,-0.02000000,0,0.050000,0.030000,-0.030000,0
HD 233604 b,Radial Velocity,2013,192.00000000,0.22000000,-0.22000000,0,0.050000,0.030000,-0.030000,0
HD 28185 b,Radial Velocity,2001,379.00000000,0.20000000,-0.20000000,0,0.050000,0.030000,-0.030000,0
HD 28185 b,Radial Velocity,2001,379.00000000,2.00000000,-2.00000000,0,0.050000,0.030000,-0.030000,0
HD 29399 b,Radial Velocity,2022,892.70000000,5.90000000,-5.90000000,0,0.050000,0.050000,-0.050000,0
HD 3167 c,Transit,2016,29.84622000,0.00098000,-0.00091000,0,0.050000,0.070000,-0.040000,0
HD 33142 c,Radial Velocity,2018,834.00000000,29.00000000,-24.00000000,0,0.050000,0.172000,-0.114000,0
HD 37124 b,Radial Velocity,2002,154.26000000,0.03000000,-0.03000000,0,0.050000,0.019000,-0.022000,0
HD 4208 b,Radial Velocity,2001,828.00000000,8.10000000,-8.10000000,0,0.050000,0.040000,-0.040000,0
HD 59686 A b,Radial Velocity,2016,299.36000000,0.26000000,-0.31000000,0,0.050000,0.030000,-0.020000,0
HD 87646 b,Radial Velocity,2016,13.48100000,0.00100000,-0.00100000,0,0.050000,0.020000,-0.020000,0
HD 88133 b,Radial Velocity,2004,3.41486740,0.00004570,-0.00004730,0,0.050000,0.030000,-0.030000,0
HD 97658 b,Radial Velocity,2010,9.48971160,0.00000080,-0.00000080,0,0.050000,0.040000,-0.030000,0
HD 99492 b,Radial Velocity,2004,17.03800000,0.00536000,-0.00536000,0,0.050000,0.120000,-0.120000,0
HIP 57274 c,Radial Velocity,2011,32.03000000,0.02000000,-0.02000000,0,0.050000,0.020000,-0.020000,0
HIP 67851 b,Radial Velocity,2015,88.90000000,0.10000000,-0.10000000,0,0.050000,0.040000,-0.040000,0
K2-32 d,Transit,2016,31.71701000,0.00101000,-0.00096000,0,0.050000,0.053000,-0.035000,0
KELT-24 b,Transit,2019,5.55149000,0.00001000,-0.00001000,0,0.050000,0.020000,-0.017000,0
Kepler-10 c,Transit,2011,45.29429200,0.00009700,-0.00009700,0,0.050000,0.200000,-0.050000,0
Kepler-138 c,Transit,2014,13.78164000,0.00019000,-0.00014000,0,0.050000,0.049000,-0.025000,0
Kepler-19 d,Radial Velocity,2017,62.95000000,0.04000000,-0.30000000,0,0.050000,0.160000,-0.010000,0
Kepler-25 b,Transit,2011,6.23853690,0.00000330,-0.00000330,0,0.050000,0.110000,-0.050000,0
Kepler-338 e,Transit Timing Variations,2014,9.34149000,0.00040000,-0.00040000,0,0.050000,0.230000,-0.050000,0
Kepler-449 c,Transit,2015,33.67270000,0.00100000,-0.00100000,0,0.050000,0.240000,-0.050000,0
Kepler-91 b,Transit,2013,6.24658000,,,0,0.050000,0.020000,-0.020000,0
TOI-3629 b,Transit,2022,3.93655100,0.00000500,-0.00000600,0,0.050000,0.050000,-0.040000,0
TOI-640 b,Transit,2021,5.00377750,0.00000480,-0.00000480,0,0.050000,0.054000,-0.035000,0
TYC 2187-512-1 b,Radial Velocity,2022,691.90000000,8.77000000,-8.61000000,0,0.050000,0.040000,-0.030000,0
UZ For c,Eclipse Timing Variations,2011,1916.25000000,91.25000000,-91.25000000,0,0.050000,0.050000,-0.050000,0
WASP-12 b,Transit,2008,1.09142245,0.00000033,-0.00000033,0,0.050000,0.010000,-0.010000,0
WASP-126 c,Transit Timing Variations,2019,7.63000000,0.17000000,-0.17000000,0,0.050000,,,1
WASP-6 b,Transit,2009,3.36101000,0.00000280,-0.00000280,0,0.050000,0.020000,-0.020000,0
YZ Cet c,Radial Velocity,2017,0.75215000,0.00001000,-0.00001000,0,0.050000,0.350000,-0.050000,0
HD 25912 b,Radial Velocity,2022,41.83156448,0.02308066,-0.03092618,0,0.050177,0.038717,-0.033639,0
55 Cnc b,Radial Velocity,1996,14.64800000,0.00090000,-0.00090000,0,0.051000,0.013000,-0.013000,0
GJ 3470 b,Radial Velocity,2012,3.33714000,0.00017000,-0.00017000,0,0.051000,,,1
HAT-P-28 b,Transit,2011,3.25721500,0.00000700,-0.00000700,0,0.051000,0.033000,-0.033000,0
HD 10180 e,Radial Velocity,2010,49.74800000,0.02500000,-0.02500000,0,0.051000,0.033000,-0.033000,0
HD 108236 f,Transit,2021,29.54115000,0.00033000,-0.00042000,0,0.051000,0.036000,-0.034000,0
HD 149026 b,Radial Velocity,2005,2.87589110,,,0,0.051000,0.019000,-0.019000,0
HD 183263 c,Radial Velocity,2008,4684.00000000,71.00000000,-71.00000000,0,0.051000,0.010000,-0.010000,0
Kepler-223 e,Transit,2014,19.72567000,0.00055000,-0.00054000,0,0.051000,0.019000,-0.019000,0
TOI-561 d,Transit,2020,25.62000000,0.04000000,-0.04000000,0,0.051000,0.064000,-0.036000,0
HD 25912 c,Radial Velocity,2022,26308.65618751,2095.17440555,-2794.64410471,0,0.051292,0.048139,-0.024595,0
HD 183263 c,Radial Velocity,2008,4667.97840705,18.57225282,-17.90216157,0,0.051364,0.009678,-0.009968,0
Kepler-91 b,Transit,2013,6.24668005,0.00002647,-0.00002647,0,0.051900,0.009500,-0.008800,0
HAT-P-23 b,Transit,2010,1.21288287,0.00000017,-0.00000017,0,0.052000,,,1
HD 4208 b,Radial Velocity,2001,828.00000000,8.10000000,-8.10000000,0,0.052000,0.040000,-0.040000,0
HD 83443 b,Radial Velocity,2002,2.98553000,0.00040000,-0.00040000,0,0.052000,0.050000,-0.050000,0
Kepler-11 g,Transit,2010,118.38030000,0.00438000,-0.00396000,0,0.052000,0.052000,-0.032000,0
TOI-1811 b,Transit,2023,3.71307650,0.00000170,-0.00000170,0,0.052000,0.062000,-0.037000,0
WASP-37 b,Transit,2010,3.57746900,0.00001100,-0.00001100,0,0.052000,,,1
rho CrB c,Radial Velocity,2016,102.54000000,0.17000000,-0.17000000,0,0.052000,0.061000,-0.037000,0
55 Cnc c,Radial Velocity,2004,44.37870000,0.00700000,-0.00700000,0,0.053000,0.052000,-0.052000,0
HD 141399 b,Radial Velocity,2014,94.37500000,0.02800000,-0.02900000,0,0.053000,0.015000,-0.015000,0
HD 145934 b,Radial Velocity,2015,2730.00000000,100.00000000,-100.00000000,0,0.053000,0.053000,-0.063000,0
TOI-836 b,Transit,2023,3.81673000,0.00001000,-0.00001000,0,0.053000,0.042000,-0.042000,0
WASP-70 A b,Transit,2014,3.71302030,0.00000470,-0.00000470,0,0.053000,,,1
HD 116029 b,Radial Velocity,2011,670.00000000,11.00000000,-11.00000000,0,0.054000,,,0
HD 220689 b,Radial Velocity,2012,2266.40000000,65.84000000,-58.77000000,0,0.054000,0.061000,-0.038000,0
HD 37124 b,Radial Velocity,2002,154.37800000,0.08900000,-0.08900000,0,0.054000,0.028000,-0.028000,0
HIP 5763 b,Radial Velocity,2021,30.01400000,0.15280000,-0.28420000,0,0.054000,,,0
K2-34 b,Transit,2016,2.99562900,0.00000600,-0.00000600,0,0.054000,,,1
WASP-6 b,Transit,2009,3.36100208,0.00000031,-0.00000031,0,0.054000,0.018000,-0.015000,0
WASP-6 b,Transit,2009,3.36100600,0.00000220,-0.00000350,0,0.054000,0.018000,-0.015000,0
WASP-64 b,Transit,2012,1.57329180,0.00000150,-0.00000150,0,0.054000,,,1
HD 28185 b,Radial Velocity,2001,385.52775151,0.04362407,-0.05553985,0,0.054512,0.003983,-0.003484,0
GJ 876 e,Radial Velocity,2010,124.26000000,0.70000000,-0.70000000,0,0.055000,0.012000,-0.012000,0
HAT-P-38 b,Transit,2012,4.64038200,0.00003200,-0.00003200,0,0.055000,,,1
HD 108236 d,Transit,2020,14.17568500,0.00008300,-0.00010000,0,0.055000,0.038000,-0.035000,0
HD 192263 b,Radial Velocity,1999,24.35560000,0.00460000,-0.00460000,0,0.055000,0.039000,-0.039000,0
HD 37124 b,Radial Velocity,2002,154.46000000,,,0,0.055000,,,0
TOI-1296 b,Transit,2021,3.94437150,0.00000580,-0.00000580,0,0.055000,0.061000,-0.038000,0
WASP-15 b,Transit,2009,3.75209748,0.00000081,-0.00000081,0,0.055000,,,1
bet Pic b,Imaging,2008,7800.00000000,,,0,0.055000,,,1
KOI-142 b,Transit,2013,10.91647000,0.00014000,-0.00014000,0,0.055610,0.000130,-0.000130,0
HD 109988 b,Radial Velocity,2022,17132.15854472,3942.55440519,-2033.89456772,0,0.055780,0.036161,-0.033598,0
KOI-142 b,Transit,2013,10.95416000,0.00011000,-0.00013000,0,0.055930,0.000470,-0.000310,0
CoRoT-19 b,Transit,2011,3.89713000,0.00002000,-0.00002000,0,0.056000,,,1
HD 5608 b,Radial Velocity,2012,779.90000000,4.90000000,-4.90000000,0,0.056000,0.039000,-0.039000,0
Kepler-462 b,Transit,2016,84.69000000,,,0,0.056000,0.019000,-0.019000,-1
WASP-55 b,Transit,2012,4.46563300,0.00000400,-0.00000400,0,0.056000,,,1
WASP-75 b,Transit,2013,2.48419300,0.00000300,-0.00000300,0,0.056000,,,1
KOI-142 c,Transit,2013,22.33950000,0.00190000,-0.00170000,0,0.056280,0.001400,-0.002800,0
DMPP-1 c,Radial Velocity,2019,6.58400000,0.00300000,-0.00200000,0,0.057000,,,1
HATS-67 b,Transit,2018,1.60917880,0.00000400,-0.00000400,0,0.057000,,,0
HD 145934 b,Radial Velocity,2015,2790.00000000,44.00000000,-39.00000000,0,0.057000,0.057000,-0.039000,0
HD 175541 b,Radial Velocity,2007,299.05000000,0.65000000,-0.64000000,0,0.057000,0.053000,-0.039000,0
Kepler-1661 b,Transit,2020,175.06000000,0.06000000,-0.06000000,0,0.057000,0.005000,-0.005000,0
